,skip,arch,host,distro,release,pkg,file,path,count
34308,False,,ubuntu-stable,bionic,jetty,ros-eloquent-gazebo11-ros,ros-eloquent-gazebo11-ros_3.4.4-1bionic.debian.tar.xz,/gazebo/ubuntu-stable/pool/main/r/ros-eloquent-gazebo11-ros/ros-eloquent-gazebo11-ros_3.4.4-1bionic.debian.tar.xz,5
34309,False,amd64,ubuntu-stable,bionic,jetty,ros-eloquent-gazebo11-ros,ros-eloquent-gazebo11-ros_3.4.4-1bionic_amd64.deb,/gazebo/ubuntu-stable/pool/main/r/ros-eloquent-gazebo11-ros/ros-eloquent-gazebo11-ros_3.4.4-1bionic_amd64.deb,5
34310,False,,ubuntu-stable,,jetty,ros-eloquent-gazebo11-ros,ros-eloquent-gazebo11-ros_3.4.4.orig.tar.xz,/gazebo/ubuntu-stable/pool/main/r/ros-eloquent-gazebo11-ros/ros-eloquent-gazebo11-ros_3.4.4.orig.tar.xz,5
34311,False,,ubuntu-stable,bionic,jetty,ros-eloquent-gazebo11-ros-pkgs,ros-eloquent-gazebo11-ros-pkgs_3.4.4-1bionic.debian.tar.xz,/gazebo/ubuntu-stable/pool/main/r/ros-eloquent-gazebo11-ros-pkgs/ros-eloquent-gazebo11-ros-pkgs_3.4.4-1bionic.debian.tar.xz,4
34312,False,,ubuntu-stable,,jetty,ros-eloquent-gazebo11-ros-pkgs,ros-eloquent-gazebo11-ros-pkgs_3.4.4.orig.tar.xz,/gazebo/ubuntu-stable/pool/main/r/ros-eloquent-gazebo11-ros-pkgs/ros-eloquent-gazebo11-ros-pkgs_3.4.4.orig.tar.xz,5
34313,False,amd64,ubuntu-stable,precise,jetty,ros-groovy-gazebo-msgs,ros-groovy-gazebo-msgs-current_2.4.2-1precise_amd64.deb,/gazebo/ubuntu-stable/pool/main/r/ros-groovy-gazebo-msgs/ros-groovy-gazebo-msgs-current_2.4.2-1precise_amd64.deb,6
34314,False,amd64,ubuntu-stable,precise,jetty,ros-groovy-gazebo-msgs,ros-groovy-gazebo3-msgs_2.4.2-3precise_amd64.deb,/gazebo/ubuntu-stable/pool/main/r/ros-groovy-gazebo-msgs/ros-groovy-gazebo3-msgs_2.4.2-3precise_amd64.deb,4
34315,False,i386,ubuntu-stable,precise,jetty,ros-groovy-gazebo-plugins,ros-groovy-gazebo-plugins-current_2.4.2-1precise_i386.deb,/gazebo/ubuntu-stable/pool/main/r/ros-groovy-gazebo-plugins/ros-groovy-gazebo-plugins-current_2.4.2-1precise_i386.deb,6
34316,False,i386,ubuntu-stable,precise,jetty,ros-groovy-gazebo-ros,ros-groovy-gazebo3-ros_2.4.2-3precise_i386.deb,/gazebo/ubuntu-stable/pool/main/r/ros-groovy-gazebo-ros/ros-groovy-gazebo3-ros_2.4.2-3precise_i386.deb,4
34317,False,,ubuntu-stable,jammy,jetty,ros-humble-ros-gzgarden,ros-humble-ros-gzgarden_0.244.11-1002jammy.debian.tar.xz,/gazebo/ubuntu-stable/pool/main/r/ros-humble-ros-gzgarden/ros-humble-ros-gzgarden_0.244.11-1002jammy.debian.tar.xz,5
34318,False,,ubuntu-stable,,jetty,ros-humble-ros-gzgarden,ros-humble-ros-gzgarden_0.244.11.orig.tar.xz,/gazebo/ubuntu-stable/pool/main/r/ros-humble-ros-gzgarden/ros-humble-ros-gzgarden_0.244.11.orig.tar.xz,5
34319,False,,ubuntu-stable,jammy,jetty,ros-humble-ros-gzgarden-bridge,ros-humble-ros-gzgarden-bridge_0.244.11-1002jammy.debian.tar.xz,/gazebo/ubuntu-stable/pool/main/r/ros-humble-ros-gzgarden-bridge/ros-humble-ros-gzgarden-bridge_0.244.11-1002jammy.debian.tar.xz,6
34320,False,,ubuntu-stable,jammy,jetty,ros-humble-ros-gzgarden-image,ros-humble-ros-gzgarden-image_0.244.11-1002jammy.debian.tar.xz,/gazebo/ubuntu-stable/pool/main/r/ros-humble-ros-gzgarden-image/ros-humble-ros-gzgarden-image_0.244.11-1002jammy.debian.tar.xz,5
34321,False,,ubuntu-stable,,jetty,ros-humble-ros-gzgarden-image,ros-humble-ros-gzgarden-image_0.244.11.orig.tar.xz,/gazebo/ubuntu-stable/pool/main/r/ros-humble-ros-gzgarden-image/ros-humble-ros-gzgarden-image_0.244.11.orig.tar.xz,5
34322,False,,ubuntu-stable,jammy,jetty,ros-humble-ros-gzgarden-interfaces,ros-humble-ros-gzgarden-interfaces_0.244.11-1002jammy.debian.tar.xz,/gazebo/ubuntu-stable/pool/main/r/ros-humble-ros-gzgarden-interfaces/ros-humble-ros-gzgarden-interfaces_0.244.11-1002jammy.debian.tar.xz,6
34323,False,,ubuntu-stable,,jetty,ros-humble-ros-gzgarden-interfaces,ros-humble-ros-gzgarden-interfaces_0.244.11.orig.tar.xz,/gazebo/ubuntu-stable/pool/main/r/ros-humble-ros-gzgarden-interfaces/ros-humble-ros-gzgarden-interfaces_0.244.11.orig.tar.xz,5
34324,False,,ubuntu-stable,jammy,jetty,ros-humble-ros-gzgarden-sim-demos,ros-humble-ros-gzgarden-sim-demos_0.244.11-1002jammy.debian.tar.xz,/gazebo/ubuntu-stable/pool/main/r/ros-humble-ros-gzgarden-sim-demos/ros-humble-ros-gzgarden-sim-demos_0.244.11-1002jammy.debian.tar.xz,4
34325,False,,ubuntu-stable,,jetty,ros-humble-ros-gzgarden-sim-demos,ros-humble-ros-gzgarden-sim-demos_0.244.11.orig.tar.xz,/gazebo/ubuntu-stable/pool/main/r/ros-humble-ros-gzgarden-sim-demos/ros-humble-ros-gzgarden-sim-demos_0.244.11.orig.tar.xz,5
34326,False,,ubuntu-stable,jammy,jetty,ros-humble-ros-gzharmonic-bridge,ros-humble-ros-gzharmonic-bridge_0.244.12-3jammy.debian.tar.xz,/gazebo/ubuntu-stable/pool/main/r/ros-humble-ros-gzharmonic-bridge/ros-humble-ros-gzharmonic-bridge_0.244.12-3jammy.debian.tar.xz,5
34327,False,,ubuntu-stable,,jetty,ros-humble-ros-gzharmonic-bridge,ros-humble-ros-gzharmonic-bridge_0.244.12.orig.tar.xz,/gazebo/ubuntu-stable/pool/main/r/ros-humble-ros-gzharmonic-bridge/ros-humble-ros-gzharmonic-bridge_0.244.12.orig.tar.xz,5
34328,False,,ubuntu-stable,jammy,jetty,ros-humble-ros-gzharmonic-image,ros-humble-ros-gzharmonic-image_0.244.12-3jammy.debian.tar.xz,/gazebo/ubuntu-stable/pool/main/r/ros-humble-ros-gzharmonic-image/ros-humble-ros-gzharmonic-image_0.244.12-3jammy.debian.tar.xz,5
34329,False,,ubuntu-stable,,jetty,ros-humble-ros-gzharmonic-image,ros-humble-ros-gzharmonic-image_0.244.12.orig.tar.xz,/gazebo/ubuntu-stable/pool/main/r/ros-humble-ros-gzharmonic-image/ros-humble-ros-gzharmonic-image_0.244.12.orig.tar.xz,5
34330,False,,ubuntu-stable,jammy,jetty,ros-humble-ros-gzharmonic-interfaces,ros-humble-ros-gzharmonic-interfaces_0.244.12-3jammy.debian.tar.xz,/gazebo/ubuntu-stable/pool/main/r/ros-humble-ros-gzharmonic-interfaces/ros-humble-ros-gzharmonic-interfaces_0.244.12-3jammy.debian.tar.xz,5
34331,False,,ubuntu-stable,,jetty,ros-humble-ros-gzharmonic-interfaces,ros-humble-ros-gzharmonic-interfaces_0.244.12.orig.tar.xz,/gazebo/ubuntu-stable/pool/main/r/ros-humble-ros-gzharmonic-interfaces/ros-humble-ros-gzharmonic-interfaces_0.244.12.orig.tar.xz,4
34332,False,,ubuntu-stable,jammy,jetty,ros-humble-ros-gzharmonic-sim,ros-humble-ros-gzharmonic-sim_0.244.12-3jammy.debian.tar.xz,/gazebo/ubuntu-stable/pool/main/r/ros-humble-ros-gzharmonic-sim/ros-humble-ros-gzharmonic-sim_0.244.12-3jammy.debian.tar.xz,5
34333,False,,ubuntu-stable,,jetty,ros-humble-ros-gzharmonic-sim,ros-humble-ros-gzharmonic-sim_0.244.12.orig.tar.xz,/gazebo/ubuntu-stable/pool/main/r/ros-humble-ros-gzharmonic-sim/ros-humble-ros-gzharmonic-sim_0.244.12.orig.tar.xz,5
34334,False,,ubuntu-stable,jammy,jetty,ros-humble-ros-gzharmonic-sim-demos,ros-humble-ros-gzharmonic-sim-demos_0.244.12-3jammy.debian.tar.xz,/gazebo/ubuntu-stable/pool/main/r/ros-humble-ros-gzharmonic-sim-demos/ros-humble-ros-gzharmonic-sim-demos_0.244.12-3jammy.debian.tar.xz,4
34335,False,,ubuntu-stable,,jetty,ros-humble-ros-gzharmonic-sim-demos,ros-humble-ros-gzharmonic-sim-demos_0.244.12.orig.tar.xz,/gazebo/ubuntu-stable/pool/main/r/ros-humble-ros-gzharmonic-sim-demos/ros-humble-ros-gzharmonic-sim-demos_0.244.12.orig.tar.xz,4
34336,False,amd64,ubuntu-stable,precise,jetty,ros-hydro-gazebo-msgs,ros-hydro-gazebo3-msgs_2.4.2-5precise_amd64.deb,/gazebo/ubuntu-stable/pool/main/r/ros-hydro-gazebo-msgs/ros-hydro-gazebo3-msgs_2.4.2-5precise_amd64.deb,4
34337,False,i386,ubuntu-stable,precise,jetty,ros-hydro-gazebo-msgs,ros-hydro-gazebo4-msgs_2.3.6-1precise_i386.deb,/gazebo/ubuntu-stable/pool/main/r/ros-hydro-gazebo-msgs/ros-hydro-gazebo4-msgs_2.3.6-1precise_i386.deb,5
34338,False,i386,ubuntu-stable,precise,jetty,ros-hydro-gazebo-ros,ros-hydro-gazebo-ros-current_2.4.2-1precise_i386.deb,/gazebo/ubuntu-stable/pool/main/r/ros-hydro-gazebo-ros/ros-hydro-gazebo-ros-current_2.4.2-1precise_i386.deb,4
34339,False,i386,ubuntu-stable,precise,jetty,ros-hydro-gazebo-ros-control,ros-hydro-gazebo-ros-control-current_2.4.2-1precise_i386.deb,/gazebo/ubuntu-stable/pool/main/r/ros-hydro-gazebo-ros-control/ros-hydro-gazebo-ros-control-current_2.4.2-1precise_i386.deb,4
34340,False,amd64,ubuntu-stable,precise,jetty,ros-hydro-gazebo-ros-control,ros-hydro-gazebo4-prerelease-ros-control_2.3.6-0precise_amd64.deb,/gazebo/ubuntu-stable/pool/main/r/ros-hydro-gazebo-ros-control/ros-hydro-gazebo4-prerelease-ros-control_2.3.6-0precise_amd64.deb,5
34341,False,amd64,ubuntu-stable,precise,jetty,ros-hydro-gazebo-ros-control,ros-hydro-gazebo4-ros-control_2.3.8-1precise_amd64.deb,/gazebo/ubuntu-stable/pool/main/r/ros-hydro-gazebo-ros-control/ros-hydro-gazebo4-ros-control_2.3.8-1precise_amd64.deb,5
34342,False,amd64,ubuntu-stable,trusty,jetty,ros-indigo-gazebo-msgs,ros-indigo-gazebo4-prerelease-msgs_2.4.5-0trusty_amd64.deb,/gazebo/ubuntu-stable/pool/main/r/ros-indigo-gazebo-msgs/ros-indigo-gazebo4-prerelease-msgs_2.4.5-0trusty_amd64.deb,4
34343,False,amd64,ubuntu-stable,trusty,jetty,ros-indigo-gazebo-msgs,ros-indigo-gazebo6-msgs_2.4.9-0trusty_amd64.deb,/gazebo/ubuntu-stable/pool/main/r/ros-indigo-gazebo-msgs/ros-indigo-gazebo6-msgs_2.4.9-0trusty_amd64.deb,5
34344,False,amd64,ubuntu-stable,trusty,jetty,ros-indigo-gazebo-plugins,ros-indigo-gazebo4-plugins_2.4.9-2trusty_amd64.deb,/gazebo/ubuntu-stable/pool/main/r/ros-indigo-gazebo-plugins/ros-indigo-gazebo4-plugins_2.4.9-2trusty_amd64.deb,5
34345,False,amd64,ubuntu-stable,trusty,jetty,ros-indigo-gazebo-ros,ros-indigo-gazebo6-ros_2.4.9-0trusty_amd64.deb,/gazebo/ubuntu-stable/pool/main/r/ros-indigo-gazebo-ros/ros-indigo-gazebo6-ros_2.4.9-0trusty_amd64.deb,4
34346,False,amd64,ubuntu-stable,trusty,jetty,ros-indigo-gazebo-ros-pkgs,ros-indigo-gazebo4-prerelease-ros-pkgs_2.4.5-0trusty_amd64.deb,/gazebo/ubuntu-stable/pool/main/r/ros-indigo-gazebo-ros-pkgs/ros-indigo-gazebo4-prerelease-ros-pkgs_2.4.5-0trusty_amd64.deb,4
34347,False,i386,ubuntu-stable,trusty,jetty,ros-indigo-gazebo-ros-pkgs,ros-indigo-gazebo4-ros-pkgs_2.4.5-1trusty_i386.deb,/gazebo/ubuntu-stable/pool/main/r/ros-indigo-gazebo-ros-pkgs/ros-indigo-gazebo4-ros-pkgs_2.4.5-1trusty_i386.deb,4
34348,False,amd64,ubuntu-stable,trusty,jetty,ros-indigo-gazebo-ros-pkgs,ros-indigo-gazebo5-ros-pkgs_2.4.9-0trusty_amd64.deb,/gazebo/ubuntu-stable/pool/main/r/ros-indigo-gazebo-ros-pkgs/ros-indigo-gazebo5-ros-pkgs_2.4.9-0trusty_amd64.deb,5
34349,False,amd64,ubuntu-stable,trusty,jetty,ros-indigo-gazebo-ros-pkgs,ros-indigo-gazebo6-ros-pkgs_2.4.9-0trusty_amd64.deb,/gazebo/ubuntu-stable/pool/main/r/ros-indigo-gazebo-ros-pkgs/ros-indigo-gazebo6-ros-pkgs_2.4.9-0trusty_amd64.deb,5
34350,False,amd64,ubuntu-stable,trusty,jetty,ros-indigo-gazebo-ros-pkgs,ros-indigo-gazebo7-ros-pkgs_2.4.11-1trusty_amd64.deb,/gazebo/ubuntu-stable/pool/main/r/ros-indigo-gazebo-ros-pkgs/ros-indigo-gazebo7-ros-pkgs_2.4.11-1trusty_amd64.deb,4
34351,False,,ubuntu-stable,jammy,jetty,ros-iron-ros-gzgarden-sim-demos,ros-iron-ros-gzgarden-sim-demos_0.245.0-1005jammy.debian.tar.xz,/gazebo/ubuntu-stable/pool/main/r/ros-iron-ros-gzgarden-sim-demos/ros-iron-ros-gzgarden-sim-demos_0.245.0-1005jammy.debian.tar.xz,6
34352,False,amd64,ubuntu-stable,jammy,jetty,ros-iron-ros-gzgarden-sim-demos,ros-iron-ros-gzgarden-sim-demos_0.245.0-1005jammy_amd64.deb,/gazebo/ubuntu-stable/pool/main/r/ros-iron-ros-gzgarden-sim-demos/ros-iron-ros-gzgarden-sim-demos_0.245.0-1005jammy_amd64.deb,6
34353,False,,ubuntu-stable,,jetty,ros-iron-ros-gzgarden-sim-demos,ros-iron-ros-gzgarden-sim-demos_0.245.0.orig.tar.xz,/gazebo/ubuntu-stable/pool/main/r/ros-iron-ros-gzgarden-sim-demos/ros-iron-ros-gzgarden-sim-demos_0.245.0.orig.tar.xz,6
34354,False,,ubuntu-stable,xenial,jetty,ros-kinetic-gazebo-dev,ros-kinetic-gazebo-dev_2.5.14-2xenial.debian.tar.xz,/gazebo/ubuntu-stable/pool/main/r/ros-kinetic-gazebo-dev/ros-kinetic-gazebo-dev_2.5.14-2xenial.debian.tar.xz,4
34355,False,,ubuntu-stable,,jetty,ros-kinetic-gazebo-dev,ros-kinetic-gazebo-dev_2.5.14.orig.tar.xz,/gazebo/ubuntu-stable/pool/main/r/ros-kinetic-gazebo-dev/ros-kinetic-gazebo-dev_2.5.14.orig.tar.xz,5
34356,False,amd64,ubuntu-stable,xenial,jetty,ros-kinetic-gazebo-dev,ros-kinetic-gazebo8-dev_2.5.17-1xenial_amd64.deb,/gazebo/ubuntu-stable/pool/main/r/ros-kinetic-gazebo-dev/ros-kinetic-gazebo8-dev_2.5.17-1xenial_amd64.deb,4
34357,False,,ubuntu-stable,xenial,jetty,ros-kinetic-servicebot-control,ros-kinetic-servicebot-control_0.0.2-1xenial.debian.tar.xz,/gazebo/ubuntu-stable/pool/main/r/ros-kinetic-servicebot-control/ros-kinetic-servicebot-control_0.0.2-1xenial.debian.tar.xz,5
34358,False,,ubuntu-stable,,jetty,ros-kinetic-servicebot-control,ros-kinetic-servicebot-control_0.0.2.orig.tar.xz,/gazebo/ubuntu-stable/pool/main/r/ros-kinetic-servicebot-control/ros-kinetic-servicebot-control_0.0.2.orig.tar.xz,6
34359,False,amd64,ubuntu-stable,xenial,jetty,ros-kinetic-servicebot-control,ros-kinetic-servicebot-control_0.3.2-0xenial_amd64.deb,/gazebo/ubuntu-stable/pool/main/r/ros-kinetic-servicebot-control/ros-kinetic-servicebot-control_0.3.2-0xenial_amd64.deb,5
34360,False,,ubuntu-stable,xenial,jetty,ros-kinetic-servicesim-competition,ros-kinetic-servicesim-competition_0.0.2-2xenial.debian.tar.xz,/gazebo/ubuntu-stable/pool/main/r/ros-kinetic-servicesim-competition/ros-kinetic-servicesim-competition_0.0.2-2xenial.debian.tar.xz,4
34361,False,,ubuntu-stable,,jetty,ros-kinetic-servicesim-competition,ros-kinetic-servicesim-competition_0.0.2.orig.tar.xz,/gazebo/ubuntu-stable/pool/main/r/ros-kinetic-servicesim-competition/ros-kinetic-servicesim-competition_0.0.2.orig.tar.xz,4
34362,False,amd64,ubuntu-stable,xenial,jetty,ros-kinetic-servicesim-competition,ros-kinetic-servicesim-competition_0.3.2-0xenial_amd64.deb,/gazebo/ubuntu-stable/pool/main/r/ros-kinetic-servicesim-competition/ros-kinetic-servicesim-competition_0.3.2-0xenial_amd64.deb,4
34363,False,,ubuntu-stable,xenial,jetty,ros-kinetic-servicesim-example-python-solution,ros-kinetic-servicesim-example-python-solution_0.0.2-1xenial.debian.tar.xz,/gazebo/ubuntu-stable/pool/main/r/ros-kinetic-servicesim-example-python-solution/ros-kinetic-servicesim-example-python-solution_0.0.2-1xenial.debian.tar.xz,6
34364,False,,ubuntu-stable,,jetty,ros-kinetic-servicesim-example-python-solution,ros-kinetic-servicesim-example-python-solution_0.0.2.orig.tar.xz,/gazebo/ubuntu-stable/pool/main/r/ros-kinetic-servicesim-example-python-solution/ros-kinetic-servicesim-example-python-solution_0.0.2.orig.tar.xz,6
34365,False,amd64,ubuntu-stable,xenial,jetty,ros-kinetic-servicesim-example-python-solution,ros-kinetic-servicesim-example-python-solution_0.3.1-0xenial_amd64.deb,/gazebo/ubuntu-stable/pool/main/r/ros-kinetic-servicesim-example-python-solution/ros-kinetic-servicesim-example-python-solution_0.3.1-0xenial_amd64.deb,6
34366,False,,ubuntu-stable,,jetty,ros-lunar-gazebo-dev,ros-lunar-gazebo-dev_2.7.2-1yakkety.debian.tar.xz,/gazebo/ubuntu-stable/pool/main/r/ros-lunar-gazebo-dev/ros-lunar-gazebo-dev_2.7.2-1yakkety.debian.tar.xz,7
34367,False,,ubuntu-stable,,jetty,ros-lunar-gazebo-dev,ros-lunar-gazebo-dev_2.7.2.orig.tar.xz,/gazebo/ubuntu-stable/pool/main/r/ros-lunar-gazebo-dev/ros-lunar-gazebo-dev_2.7.2.orig.tar.xz,5
34368,False,amd64,ubuntu-stable,xenial,jetty,ros-lunar-gazebo-dev,ros-lunar-gazebo8-dev_2.7.2-1xenial_amd64.deb,/gazebo/ubuntu-stable/pool/main/r/ros-lunar-gazebo-dev/ros-lunar-gazebo8-dev_2.7.2-1xenial_amd64.deb,5
34369,False,amd64,ubuntu-stable,zesty,jetty,ros-lunar-gazebo-dev,ros-lunar-gazebo8-dev_2.7.2-1zesty_amd64.deb,/gazebo/ubuntu-stable/pool/main/r/ros-lunar-gazebo-dev/ros-lunar-gazebo8-dev_2.7.2-1zesty_amd64.deb,6
34370,False,amd64,ubuntu-stable,xenial,jetty,ros-lunar-gazebo-dev,ros-lunar-gazebo9-dev_2.7.6-0xenial_amd64.deb,/gazebo/ubuntu-stable/pool/main/r/ros-lunar-gazebo-dev/ros-lunar-gazebo9-dev_2.7.6-0xenial_amd64.deb,5
34371,False,,ubuntu-stable,zesty,jetty,ros-lunar-gazebo-ros,ros-lunar-gazebo-ros_2.7.2-1zesty.debian.tar.xz,/gazebo/ubuntu-stable/pool/main/r/ros-lunar-gazebo-ros/ros-lunar-gazebo-ros_2.7.2-1zesty.debian.tar.xz,5
34372,False,,ubuntu-stable,,jetty,ros-lunar-gazebo-ros,ros-lunar-gazebo-ros_2.7.2.orig.tar.xz,/gazebo/ubuntu-stable/pool/main/r/ros-lunar-gazebo-ros/ros-lunar-gazebo-ros_2.7.2.orig.tar.xz,6
34373,False,amd64,ubuntu-stable,xenial,jetty,ros-lunar-gazebo-ros,ros-lunar-gazebo8-ros_2.7.2-1xenial_amd64.deb,/gazebo/ubuntu-stable/pool/main/r/ros-lunar-gazebo-ros/ros-lunar-gazebo8-ros_2.7.2-1xenial_amd64.deb,5
34374,False,amd64,ubuntu-stable,xenial,jetty,ros-lunar-gazebo-ros,ros-lunar-gazebo9-ros_2.7.6-0xenial_amd64.deb,/gazebo/ubuntu-stable/pool/main/r/ros-lunar-gazebo-ros/ros-lunar-gazebo9-ros_2.7.6-0xenial_amd64.deb,5
34375,False,,ubuntu-stable,zesty,jetty,ros-lunar-gazebo-ros-pkgs,ros-lunar-gazebo-ros-pkgs_2.7.2-1zesty.debian.tar.xz,/gazebo/ubuntu-stable/pool/main/r/ros-lunar-gazebo-ros-pkgs/ros-lunar-gazebo-ros-pkgs_2.7.2-1zesty.debian.tar.xz,5
34376,False,,ubuntu-stable,,jetty,ros-lunar-gazebo-ros-pkgs,ros-lunar-gazebo-ros-pkgs_2.7.2.orig.tar.xz,/gazebo/ubuntu-stable/pool/main/r/ros-lunar-gazebo-ros-pkgs/ros-lunar-gazebo-ros-pkgs_2.7.2.orig.tar.xz,5
34377,False,amd64,ubuntu-stable,,jetty,ros-lunar-gazebo-ros-pkgs,ros-lunar-gazebo8-ros-pkgs_2.7.2-1yakkety_amd64.deb,/gazebo/ubuntu-stable/pool/main/r/ros-lunar-gazebo-ros-pkgs/ros-lunar-gazebo8-ros-pkgs_2.7.2-1yakkety_amd64.deb,4
34378,False,amd64,ubuntu-stable,zesty,jetty,ros-lunar-gazebo-ros-pkgs,ros-lunar-gazebo8-ros-pkgs_2.7.2-1zesty_amd64.deb,/gazebo/ubuntu-stable/pool/main/r/ros-lunar-gazebo-ros-pkgs/ros-lunar-gazebo8-ros-pkgs_2.7.2-1zesty_amd64.deb,8
34379,False,amd64,ubuntu-stable,xenial,jetty,ros-lunar-gazebo-ros-pkgs,ros-lunar-gazebo9-ros-pkgs_2.7.6-0xenial_amd64.deb,/gazebo/ubuntu-stable/pool/main/r/ros-lunar-gazebo-ros-pkgs/ros-lunar-gazebo9-ros-pkgs_2.7.6-0xenial_amd64.deb,5
34380,False,,ubuntu-stable,bionic,jetty,ros-melodic-gazebo-plugins,ros-melodic-gazebo-plugins_2.8.7-1bionic.debian.tar.xz,/gazebo/ubuntu-stable/pool/main/r/ros-melodic-gazebo-plugins/ros-melodic-gazebo-plugins_2.8.7-1bionic.debian.tar.xz,5
34381,False,,ubuntu-stable,,jetty,ros-melodic-gazebo-plugins,ros-melodic-gazebo-plugins_2.8.7.orig.tar.xz,/gazebo/ubuntu-stable/pool/main/r/ros-melodic-gazebo-plugins/ros-melodic-gazebo-plugins_2.8.7.orig.tar.xz,5
34382,False,,ubuntu-stable,bionic,jetty,ros-melodic-gazebo-ros,ros-melodic-gazebo-ros_2.8.7-1bionic.debian.tar.xz,/gazebo/ubuntu-stable/pool/main/r/ros-melodic-gazebo-ros/ros-melodic-gazebo-ros_2.8.7-1bionic.debian.tar.xz,5
34383,False,,ubuntu-stable,,jetty,ros-melodic-gazebo-ros,ros-melodic-gazebo-ros_2.8.7.orig.tar.xz,/gazebo/ubuntu-stable/pool/main/r/ros-melodic-gazebo-ros/ros-melodic-gazebo-ros_2.8.7.orig.tar.xz,5
34384,False,,ubuntu-stable,bionic,jetty,ros-melodic-gazebo-ros-control,ros-melodic-gazebo-ros-control_2.8.7-1bionic.debian.tar.xz,/gazebo/ubuntu-stable/pool/main/r/ros-melodic-gazebo-ros-control/ros-melodic-gazebo-ros-control_2.8.7-1bionic.debian.tar.xz,6
34385,False,,ubuntu-stable,bionic,jetty,ros-melodic-gazebo-ros-pkgs,ros-melodic-gazebo-ros-pkgs_2.8.7-1bionic.debian.tar.xz,/gazebo/ubuntu-stable/pool/main/r/ros-melodic-gazebo-ros-pkgs/ros-melodic-gazebo-ros-pkgs_2.8.7-1bionic.debian.tar.xz,6
34386,False,,ubuntu-stable,bionic,jetty,ros-melodic-gazebo-ros-pkgs,ros-melodic-gazebo-ros-pkgs_2.8.7-1bionic.dsc,/gazebo/ubuntu-stable/pool/main/r/ros-melodic-gazebo-ros-pkgs/ros-melodic-gazebo-ros-pkgs_2.8.7-1bionic.dsc,5
34387,False,,ubuntu-stable,bionic,jetty,ros-melodic-ros-ign-gazebo,ros-melodic-ros-ign-gazebo_0.9.6-1bionic.debian.tar.xz,/gazebo/ubuntu-stable/pool/main/r/ros-melodic-ros-ign-gazebo/ros-melodic-ros-ign-gazebo_0.9.6-1bionic.debian.tar.xz,6
34388,False,amd64,ubuntu-stable,bionic,jetty,ros-melodic-ros-ign-gazebo,ros-melodic-ros-ign-gazebo_0.9.6-1bionic_amd64.deb,/gazebo/ubuntu-stable/pool/main/r/ros-melodic-ros-ign-gazebo/ros-melodic-ros-ign-gazebo_0.9.6-1bionic_amd64.deb,6
34389,False,,ubuntu-stable,,jetty,ros-melodic-ros-ign-gazebo,ros-melodic-ros-ign-gazebo_0.9.6.orig.tar.xz,/gazebo/ubuntu-stable/pool/main/r/ros-melodic-ros-ign-gazebo/ros-melodic-ros-ign-gazebo_0.9.6.orig.tar.xz,6
34390,False,,ubuntu-stable,bionic,jetty,ros-melodic-ros1-ign-bridge,ros-melodic-ros1-ign-bridge_0.3.0-1bionic.debian.tar.xz,/gazebo/ubuntu-stable/pool/main/r/ros-melodic-ros1-ign-bridge/ros-melodic-ros1-ign-bridge_0.3.0-1bionic.debian.tar.xz,6
34391,False,,ubuntu-stable,,jetty,ros-melodic-ros1-ign-bridge,ros-melodic-ros1-ign-bridge_0.3.0.orig.tar.xz,/gazebo/ubuntu-stable/pool/main/r/ros-melodic-ros1-ign-bridge/ros-melodic-ros1-ign-bridge_0.3.0.orig.tar.xz,6
34392,False,amd64,ubuntu-stable,bionic,jetty,ros-melodic-ros1-ign-bridge,ros-melodic-ros1-ign-bridge_0.7.0-1bionic_amd64.deb,/gazebo/ubuntu-stable/pool/main/r/ros-melodic-ros1-ign-bridge/ros-melodic-ros1-ign-bridge_0.7.0-1bionic_amd64.deb,6
34393,False,amd64,ubuntu-stable,bionic,jetty,ros1-ign-bridge,ros1-ign-bridge-dbg_0.3.0-1~bionic_amd64.deb,/gazebo/ubuntu-stable/pool/main/r/ros1-ign-bridge/ros1-ign-bridge-dbg_0.3.0-1~bionic_amd64.deb,4
34394,False,arm64,ubuntu-stable,bionic,jetty,ros1-ign-bridge,ros1-ign-bridge-dbg_0.3.0-1~bionic_arm64.deb,/gazebo/ubuntu-stable/pool/main/r/ros1-ign-bridge/ros1-ign-bridge-dbg_0.3.0-1~bionic_arm64.deb,4
34395,False,,ubuntu-stable,bionic,jetty,ros1-ign-bridge,ros1-ign-bridge_0.1.0-1~bionic.debian.tar.xz,/gazebo/ubuntu-stable/pool/main/r/ros1-ign-bridge/ros1-ign-bridge_0.1.0-1~bionic.debian.tar.xz,4
34396,False,,ubuntu-stable,,jetty,ros1-ign-bridge,ros1-ign-bridge_0.1.0.orig.tar.gz,/gazebo/ubuntu-stable/pool/main/r/ros1-ign-bridge/ros1-ign-bridge_0.1.0.orig.tar.gz,4
34397,False,,ubuntu-stable,bionic,jetty,ros1-ign-bridge,ros1-ign-bridge_0.3.0-1~bionic.debian.tar.xz,/gazebo/ubuntu-stable/pool/main/r/ros1-ign-bridge/ros1-ign-bridge_0.3.0-1~bionic.debian.tar.xz,4
34398,False,arm64,ubuntu-stable,bionic,jetty,ros1-ign-bridge,ros1-ign-bridge_0.3.0-1~bionic_arm64.deb,/gazebo/ubuntu-stable/pool/main/r/ros1-ign-bridge/ros1-ign-bridge_0.3.0-1~bionic_arm64.deb,4
